method,reference,source_table,c_value,f1_ceiling,aupr_ceiling,f1_ratio,aupr_ratio
probe_attention,dorothea_human,probe_priors,0.12114288827998507,0.21610606381464526,0.12130692971566967,0.0006743343782680299,0.0019390961552051794
probe_attention,dorothea_human,probe_priors,0.1230811744924648,0.219184823480078,0.12324724576614095,0.0006648624018243005,0.0019085684191088212
probe_attention,dorothea_human,probe_priors,0.12501946070494457,0.2222529744091832,0.1251875477012731,0.0006556841300765004,0.0018789872102351905
probe_attention,dorothea_human,probe_priors,0.12695774691742434,0.22531057134074953,0.12712783559942006,0.0006467861109011522,0.001850309178177128
probe_attention,dorothea_human,probe_priors,0.1288960331299041,0.22835766863762522,0.12906810953677886,0.0006381557013250628,0.0018224935799836036
probe_attention,dorothea_human,probe_priors,0.13083431934238388,0.23139432028993992,0.13100836958748358,0.0006297810075882647,0.0017955020870198911
probe_attention,dorothea_human,probe_priors,0.13277260555486362,0.23442057991829326,0.13294861582369352,0.0006216508304569209,0.001769298608744741
probe_attention,dorothea_human,probe_priors,0.13471089176734338,0.2374365007769115,0.13488884831567657,0.000613754615257414,0.0017438491317006998
probe_attention,dorothea_human,probe_priors,0.13664917797982315,0.24044213575677056,0.13682906713188764,0.0006060824061628578,0.0017191215722070889
probe_attention,dorothea_human,probe_priors,0.13858746419230292,0.24343753738868856,0.1387692723390429,0.0005986248043157017,0.0016950856414141397
probe_attention,dorothea_human,probe_priors,0.14052575040478266,0.24642275784638593,0.14070946400218987,0.0005913729294160534,0.0016717127215248233
probe_attention,dorothea_human,probe_priors,0.14246403661726242,0.2493978489495147,0.14264964218477386,0.0005843183844456473,0.0016489757521207966
probe_attention,trrust_human,probe_priors,0.07951339915373766,0.1473134084599053,0.08156091733724402,0.0,0.00011074270548533281
probe_attention,trrust_human,probe_priors,0.08275884401715553,0.15286662302403556,0.08487284201113904,0.0,0.00010642128192910707
probe_attention,trrust_human,probe_priors,0.08600428888057339,0.15838664683216766,0.08818387819338093,0.0,0.00010242548675376755
probe_attention,trrust_human,probe_priors,0.08924973374399126,0.16387377656218516,0.09149404360160164,0.0,9.871983237643107e-05
probe_attention,trrust_human,probe_priors,0.0924951786074091,0.16932830536664087,0.09480335475523424,0.0,9.52738083068026e-05
probe_attention,trrust_human,probe_priors,0.09574062347082697,0.1747505229249648,0.0981118270985405,0.0,9.206103805120508e-05
probe_attention,trrust_human,probe_priors,0.09898606833424484,0.1801407154947469,0.10141947510715726,0.0,8.905860179466235e-05
probe_attention,trrust_human,probe_priors,0.1022315131976627,0.1854991659621141,0.10472631238084563,0.0,8.624648803583756e-05
probe_attention,trrust_human,probe_priors,0.10547695806108057,0.19082615389121965,0.10803235172461668,0.0,8.360714641125283e-05
probe_attention,trrust_human,probe_priors,0.10872240292449842,0.1961219555728634,0.1113376052200091,0.0,8.112512057308692e-05
probe_attention,trrust_human,probe_priors,0.1119678477879163,0.20138684407226087,0.11464208428797679,0.0,7.878674488421928e-05
probe_attention,trrust_human,probe_priors,0.11521329265133415,0.20662108927597767,0.11794579974459213,0.0,7.657989235183531e-05
